event_id,Station,Date,Time,YSI,WeatherCode,Secchi,WaterTemperature,DO,SpCnd,Conductivity,pH,Turbidity,Tide,FlowDirection,MicrocystisVisualRank,VegetationRank,FieldComments_WQ,DataCorrectionComments,Datetime,ConditionCode,SamplingAltered,MeterSetTime,FlowMeterStart,FlowMeterEnd,FlowMeterSpeed,FieldComments,MeshSize,Year,Month,MonthAbb,Flag_PQC,Comment_PQC,SampleAltered,SetTime,PhysicalDataID,SampleVolume,SubsampleNumber,DilutionVolume,SlideCount,SampleID,Attribute,TaxonName,Category,Count,LifeStage,wet_mass,dry_mass,LabComments,condition
STTD_2023-01-03 11:00:00,STTD,2023-01-03,11:00:00,3,CLD,0.27,8.5,7.69,505,346,7.47,43.8,HIGH,D,1,2,NA,NA,2023-01-03T11:00:00Z,1,Y,10,866258,855725,Low,Towed from jon boat (forward),500,2023,1,Jan,NA,NA,Y,10,NA,NA,NA,NA,NA,20230103_1100_STTD_DRIFT,Drift Invertebrates,Hydroptilidae,Aquatic Insect,1,Larvae,<0.001,<0.001,NA,N
STTD_2023-01-03 11:00:00,STTD,2023-01-03,11:00:00,3,CLD,0.27,8.5,7.69,505,346,7.47,43.8,HIGH,D,1,2,NA,NA,2023-01-03T11:00:00Z,1,Y,10,866258,855725,Low,Towed from jon boat (forward),500,2023,1,Jan,NA,NA,Y,10,NA,NA,NA,NA,NA,20230103_1100_STTD_DRIFT,Drift Invertebrates,Hydroptilidae,Aquatic Insect,23,Adults,5.7000000000000384E-3,1.4000000000002899E-3,NA,N
STTD_2023-01-03 11:00:00,STTD,2023-01-03,11:00:00,3,CLD,0.27,8.5,7.69,505,346,7.47,43.8,HIGH,D,1,2,NA,NA,2023-01-03T11:00:00Z,1,Y,10,866258,855725,Low,Towed from jon boat (forward),500,2023,1,Jan,NA,NA,Y,10,NA,NA,NA,NA,NA,20230103_1100_STTD_DRIFT,Drift Invertebrates,Ostracoda,Aquatic Non-Insect,428,N/A,5.8200000000000252E-2,2.0700000000000163E-2,NA,N
SHR_2023-01-04 08:50:00,SHR,2023-01-04,08:50:00,3,RAN,0.13,8.9,10.62,109,76,7.27,104.8,EBB,D,1,1,Sampling was performed from dock instead of boat b/c of wind & flow,NA,2023-01-04T08:50:00Z,1,Y,5,855635,852496,Low,All tows reduced to half time b/c of silt concentration,500,2023,1,Jan,NA,NA,Y,5,NA,NA,NA,NA,NA,20230104_850_SHR_DRIFT,Drift Invertebrates,Nematoda,Aquatic Non-Insect,1,N/A,<0.001,<0.001,NA,N
SHR_2023-01-04 08:50:00,SHR,2023-01-04,08:50:00,3,RAN,0.13,8.9,10.62,109,76,7.27,104.8,EBB,D,1,1,Sampling was performed from dock instead of boat b/c of wind & flow,NA,2023-01-04T08:50:00Z,1,Y,5,855635,852496,Low,All tows reduced to half time b/c of silt concentration,500,2023,1,Jan,NA,NA,Y,5,NA,NA,NA,NA,NA,20230104_850_SHR_DRIFT,Drift Invertebrates,Hygrobatidae,Aquatic Non-Insect,1,N/A,<0.001,<0.001,NA,N
SHR_2023-01-04 08:50:00,SHR,2023-01-04,08:50:00,3,RAN,0.13,8.9,10.62,109,76,7.27,104.8,EBB,D,1,1,Sampling was performed from dock instead of boat b/c of wind & flow,NA,2023-01-04T08:50:00Z,1,Y,5,855635,852496,Low,All tows reduced to half time b/c of silt concentration,500,2023,1,Jan,NA,NA,Y,5,NA,NA,NA,NA,NA,20230104_850_SHR_DRIFT,Drift Invertebrates,Lebertiidae,Aquatic Non-Insect,4,N/A,<0.001,<0.001,NA,N
SHR_2023-01-04 08:50:00,SHR,2023-01-04,08:50:00,3,RAN,0.13,8.9,10.62,109,76,7.27,104.8,EBB,D,1,1,Sampling was performed from dock instead of boat b/c of wind & flow,NA,2023-01-04T08:50:00Z,1,Y,5,855635,852496,Low,All tows reduced to half time b/c of silt concentration,500,2023,1,Jan,NA,NA,Y,5,NA,NA,NA,NA,NA,20230104_850_SHR_DRIFT,Drift Invertebrates,Pionidae,Aquatic Non-Insect,1,N/A,<0.001,<0.001,NA,N
SHR_2023-01-04 08:50:00,SHR,2023-01-04,08:50:00,3,RAN,0.13,8.9,10.62,109,76,7.27,104.8,EBB,D,1,1,Sampling was performed from dock instead of boat b/c of wind & flow,NA,2023-01-04T08:50:00Z,1,Y,5,855635,852496,Low,All tows reduced to half time b/c of silt concentration,500,2023,1,Jan,NA,NA,Y,5,NA,NA,NA,NA,NA,20230104_850_SHR_DRIFT,Drift Invertebrates,Oligochaeta,Aquatic Non-Insect,12,N/A,1.1999999999998678E-3,<0.001,NA,N
SHR_2023-01-04 08:50:00,SHR,2023-01-04,08:50:00,3,RAN,0.13,8.9,10.62,109,76,7.27,104.8,EBB,D,1,1,Sampling was performed from dock instead of boat b/c of wind & flow,NA,2023-01-04T08:50:00Z,1,Y,5,855635,852496,Low,All tows reduced to half time b/c of silt concentration,500,2023,1,Jan,NA,NA,Y,5,NA,NA,NA,NA,NA,20230104_850_SHR_DRIFT,Drift Invertebrates,Coleoptera,Terrestrial Insect,1,Adults,<0.001,<0.001,NA,N
SHR_2023-01-04 08:50:00,SHR,2023-01-04,08:50:00,3,RAN,0.13,8.9,10.62,109,76,7.27,104.8,EBB,D,1,1,Sampling was performed from dock instead of boat b/c of wind & flow,NA,2023-01-04T08:50:00Z,1,Y,5,855635,852496,Low,All tows reduced to half time b/c of silt concentration,500,2023,1,Jan,NA,NA,Y,5,NA,NA,NA,NA,NA,20230104_850_SHR_DRIFT,Drift Invertebrates,Collembola,Terrestrial Non-Insect,3,Adults,<0.001,<0.001,NA,N
SHR_2023-01-04 08:50:00,SHR,2023-01-04,08:50:00,3,RAN,0.13,8.9,10.62,109,76,7.27,104.8,EBB,D,1,1,Sampling was performed from dock instead of boat b/c of wind & flow,NA,2023-01-04T08:50:00Z,1,Y,5,855635,852496,Low,All tows reduced to half time b/c of silt concentration,500,2023,1,Jan,NA,NA,Y,5,NA,NA,NA,NA,NA,20230104_850_SHR_DRIFT,Drift Invertebrates,Chironomidae,Aquatic Insect,4,Adults,<0.001,<0.001,NA,N
SHR_2023-01-04 08:50:00,SHR,2023-01-04,08:50:00,3,RAN,0.13,8.9,10.62,109,76,7.27,104.8,EBB,D,1,1,Sampling was performed from dock instead of boat b/c of wind & flow,NA,2023-01-04T08:50:00Z,1,Y,5,855635,852496,Low,All tows reduced to half time b/c of silt concentration,500,2023,1,Jan,NA,NA,Y,5,NA,NA,NA,NA,NA,20230104_850_SHR_DRIFT,Drift Invertebrates,Baetidae,Aquatic Insect,1,Nymphs,<0.001,<0.001,NA,N
SHR_2023-01-04 08:50:00,SHR,2023-01-04,08:50:00,3,RAN,0.13,8.9,10.62,109,76,7.27,104.8,EBB,D,1,1,Sampling was performed from dock instead of boat b/c of wind & flow,NA,2023-01-04T08:50:00Z,1,Y,5,855635,852496,Low,All tows reduced to half time b/c of silt concentration,500,2023,1,Jan,NA,NA,Y,5,NA,NA,NA,NA,NA,20230104_850_SHR_DRIFT,Drift Invertebrates,Hemiptera,Terrestrial Insect,1,Nymphs,<0.001,<0.001,NA,N
SHR_2023-01-04 08:50:00,SHR,2023-01-04,08:50:00,3,RAN,0.13,8.9,10.62,109,76,7.27,104.8,EBB,D,1,1,Sampling was performed from dock instead of boat b/c of wind & flow,NA,2023-01-04T08:50:00Z,1,Y,5,855635,852496,Low,All tows reduced to half time b/c of silt concentration,500,2023,1,Jan,NA,NA,Y,5,NA,NA,NA,NA,NA,20230104_850_SHR_DRIFT,Drift Invertebrates,Coenagrionidae,Aquatic Insect,1,Nymphs,4.5000000000001705E-3,<0.001,NA,N
SHR_2023-01-04 08:50:00,SHR,2023-01-04,08:50:00,3,RAN,0.13,8.9,10.62,109,76,7.27,104.8,EBB,D,1,1,Sampling was performed from dock instead of boat b/c of wind & flow,NA,2023-01-04T08:50:00Z,1,Y,5,855635,852496,Low,All tows reduced to half time b/c of silt concentration,500,2023,1,Jan,NA,NA,Y,5,NA,NA,NA,NA,NA,20230104_850_SHR_DRIFT,Drift Invertebrates,Crangonyctidae,Aquatic Non-Insect,4,N/A,<0.001,<0.001,NA,N
SHR_2023-01-04 08:50:00,SHR,2023-01-04,08:50:00,3,RAN,0.13,8.9,10.62,109,76,7.27,104.8,EBB,D,1,1,Sampling was performed from dock instead of boat b/c of wind & flow,NA,2023-01-04T08:50:00Z,1,Y,5,855635,852496,Low,All tows reduced to half time b/c of silt concentration,500,2023,1,Jan,NA,NA,Y,5,NA,NA,NA,NA,NA,20230104_850_SHR_DRIFT,Drift Invertebrates,Hyalellidae,Aquatic Non-Insect,2,N/A,1.7000000000000348E-3,<0.001,NA,N
SHR_2023-01-04 08:50:00,SHR,2023-01-04,08:50:00,3,RAN,0.13,8.9,10.62,109,76,7.27,104.8,EBB,D,1,1,Sampling was performed from dock instead of boat b/c of wind & flow,NA,2023-01-04T08:50:00Z,1,Y,5,855635,852496,Low,All tows reduced to half time b/c of silt concentration,500,2023,1,Jan,NA,NA,Y,5,NA,NA,NA,NA,NA,20230104_850_SHR_DRIFT,Drift Invertebrates,Ostracoda,Aquatic Non-Insect,3,N/A,<0.001,<0.001,NA,N
SHR_2023-01-11 09:12:00,SHR,2023-01-11,09:12:00,3,RAN,0.13,10,10.43,119,85,7.27,87.5,FLD,D,1,1,Sampled from dock,NA,2023-01-11T09:12:00Z,1,Y,5,852318,859967,Reg,Towed from dock.,500,2023,1,Jan,NA,NA,Y,5,NA,NA,NA,NA,NA,20230111_912_SHR_DRIFT,Drift Invertebrates,Nematoda,Aquatic Non-Insect,1,N/A,<0.001,<0.001,NA,N
SHR_2023-01-11 09:12:00,SHR,2023-01-11,09:12:00,3,RAN,0.13,10,10.43,119,85,7.27,87.5,FLD,D,1,1,Sampled from dock,NA,2023-01-11T09:12:00Z,1,Y,5,852318,859967,Reg,Towed from dock.,500,2023,1,Jan,NA,NA,Y,5,NA,NA,NA,NA,NA,20230111_912_SHR_DRIFT,Drift Invertebrates,Oligochaeta,Aquatic Non-Insect,7,N/A,<0.001,<0.001,NA,N
SHR_2023-01-11 09:12:00,SHR,2023-01-11,09:12:00,3,RAN,0.13,10,10.43,119,85,7.27,87.5,FLD,D,1,1,Sampled from dock,NA,2023-01-11T09:12:00Z,1,Y,5,852318,859967,Reg,Towed from dock.,500,2023,1,Jan,NA,NA,Y,5,NA,NA,NA,NA,NA,20230111_912_SHR_DRIFT,Drift Invertebrates,Coleoptera,Terrestrial Insect,1,Adults,<0.001,<0.001,NA,N
SHR_2023-01-11 09:12:00,SHR,2023-01-11,09:12:00,3,RAN,0.13,10,10.43,119,85,7.27,87.5,FLD,D,1,1,Sampled from dock,NA,2023-01-11T09:12:00Z,1,Y,5,852318,859967,Reg,Towed from dock.,500,2023,1,Jan,NA,NA,Y,5,NA,NA,NA,NA,NA,20230111_912_SHR_DRIFT,Drift Invertebrates,Collembola,Terrestrial Non-Insect,2,Adults,<0.001,<0.001,NA,N
SHR_2023-01-11 09:12:00,SHR,2023-01-11,09:12:00,3,RAN,0.13,10,10.43,119,85,7.27,87.5,FLD,D,1,1,Sampled from dock,NA,2023-01-11T09:12:00Z,1,Y,5,852318,859967,Reg,Towed from dock.,500,2023,1,Jan,NA,NA,Y,5,NA,NA,NA,NA,NA,20230111_912_SHR_DRIFT,Drift Invertebrates,Chironomidae,Aquatic Insect,2,Larvae,<0.001,<0.001,NA,N
SHR_2023-01-11 09:12:00,SHR,2023-01-11,09:12:00,3,RAN,0.13,10,10.43,119,85,7.27,87.5,FLD,D,1,1,Sampled from dock,NA,2023-01-11T09:12:00Z,1,Y,5,852318,859967,Reg,Towed from dock.,500,2023,1,Jan,NA,NA,Y,5,NA,NA,NA,NA,NA,20230111_912_SHR_DRIFT,Drift Invertebrates,Chironomidae,Aquatic Insect,1,Adults,<0.001,<0.001,NA,N
SHR_2023-01-11 09:12:00,SHR,2023-01-11,09:12:00,3,RAN,0.13,10,10.43,119,85,7.27,87.5,FLD,D,1,1,Sampled from dock,NA,2023-01-11T09:12:00Z,1,Y,5,852318,859967,Reg,Towed from dock.,500,2023,1,Jan,NA,NA,Y,5,NA,NA,NA,NA,NA,20230111_912_SHR_DRIFT,Drift Invertebrates,Baetidae,Aquatic Insect,1,Nymphs,<0.001,<0.001,NA,N
SHR_2023-01-11 09:12:00,SHR,2023-01-11,09:12:00,3,RAN,0.13,10,10.43,119,85,7.27,87.5,FLD,D,1,1,Sampled from dock,NA,2023-01-11T09:12:00Z,1,Y,5,852318,859967,Reg,Towed from dock.,500,2023,1,Jan,NA,NA,Y,5,NA,NA,NA,NA,NA,20230111_912_SHR_DRIFT,Drift Invertebrates,Leptohyphidae,Aquatic Insect,1,Nymphs,<0.001,<0.001,NA,N
SHR_2023-01-11 09:12:00,SHR,2023-01-11,09:12:00,3,RAN,0.13,10,10.43,119,85,7.27,87.5,FLD,D,1,1,Sampled from dock,NA,2023-01-11T09:12:00Z,1,Y,5,852318,859967,Reg,Towed from dock.,500,2023,1,Jan,NA,NA,Y,5,NA,NA,NA,NA,NA,20230111_912_SHR_DRIFT,Drift Invertebrates,Hymenoptera,Terrestrial Insect,1,Adults,<0.001,<0.001,NA,N
SHR_2023-01-11 09:12:00,SHR,2023-01-11,09:12:00,3,RAN,0.13,10,10.43,119,85,7.27,87.5,FLD,D,1,1,Sampled from dock,NA,2023-01-11T09:12:00Z,1,Y,5,852318,859967,Reg,Towed from dock.,500,2023,1,Jan,NA,NA,Y,5,NA,NA,NA,NA,NA,20230111_912_SHR_DRIFT,Drift Invertebrates,Leptoceridae,Aquatic Insect,1,Larvae,<0.001,<0.001,NA,N
SHR_2023-01-11 09:12:00,SHR,2023-01-11,09:12:00,3,RAN,0.13,10,10.43,119,85,7.27,87.5,FLD,D,1,1,Sampled from dock,NA,2023-01-11T09:12:00Z,1,Y,5,852318,859967,Reg,Towed from dock.,500,2023,1,Jan,NA,NA,Y,5,NA,NA,NA,NA,NA,20230111_912_SHR_DRIFT,Drift Invertebrates,Crangonyctidae,Aquatic Non-Insect,1,N/A,1.3000000000000789E-3,<0.001,NA,N
SHR_2023-01-11 09:12:00,SHR,2023-01-11,09:12:00,3,RAN,0.13,10,10.43,119,85,7.27,87.5,FLD,D,1,1,Sampled from dock,NA,2023-01-11T09:12:00Z,1,Y,5,852318,859967,Reg,Towed from dock.,500,2023,1,Jan,NA,NA,Y,5,NA,NA,NA,NA,NA,20230111_912_SHR_DRIFT,Drift Invertebrates,Hyalellidae,Aquatic Non-Insect,5,N/A,2.0000000000002238E-3,<0.001,NA,N
STTD_2023-01-12 10:10:00,STTD,2023-01-12,10:10:00,3,CLR,0.09,9.9,9.06,198,198,7.32,159.7,OB,D,1,3,NA,Surface Irradiance changed to 1794.9 was 1764.9,2023-01-12T10:10:00Z,1,Y,5,860192,866218,Reg,Reduced sampling time to half.,500,2023,1,Jan,NA,NA,Y,5,NA,NA,NA,NA,NA,20230112_1010_STTD_DRIFT,Drift Invertebrates,Acari,Terrestrial Non-Insect,3,N/A,<0.001,<0.001,NA,N
STTD_2023-01-12 10:10:00,STTD,2023-01-12,10:10:00,3,CLR,0.09,9.9,9.06,198,198,7.32,159.7,OB,D,1,3,NA,Surface Irradiance changed to 1794.9 was 1764.9,2023-01-12T10:10:00Z,1,Y,5,860192,866218,Reg,Reduced sampling time to half.,500,2023,1,Jan,NA,NA,Y,5,NA,NA,NA,NA,NA,20230112_1010_STTD_DRIFT,Drift Invertebrates,Araneae,Terrestrial Non-Insect,1,N/A,<0.001,<0.001,NA,N
STTD_2023-01-12 10:10:00,STTD,2023-01-12,10:10:00,3,CLR,0.09,9.9,9.06,198,198,7.32,159.7,OB,D,1,3,NA,Surface Irradiance changed to 1794.9 was 1764.9,2023-01-12T10:10:00Z,1,Y,5,860192,866218,Reg,Reduced sampling time to half.,500,2023,1,Jan,NA,NA,Y,5,NA,NA,NA,NA,NA,20230112_1010_STTD_DRIFT,Drift Invertebrates,Corbiculoidea,Aquatic Non-Insect,1,N/A,<0.001,<0.001,NA,N
STTD_2023-01-12 10:10:00,STTD,2023-01-12,10:10:00,3,CLR,0.09,9.9,9.06,198,198,7.32,159.7,OB,D,1,3,NA,Surface Irradiance changed to 1794.9 was 1764.9,2023-01-12T10:10:00Z,1,Y,5,860192,866218,Reg,Reduced sampling time to half.,500,2023,1,Jan,NA,NA,Y,5,NA,NA,NA,NA,NA,20230112_1010_STTD_DRIFT,Drift Invertebrates,Oligochaeta,Aquatic Non-Insect,39,N/A,4.3999999999999595E-3,<0.001,NA,N
STTD_2023-01-12 10:10:00,STTD,2023-01-12,10:10:00,3,CLR,0.09,9.9,9.06,198,198,7.32,159.7,OB,D,1,3,NA,Surface Irradiance changed to 1794.9 was 1764.9,2023-01-12T10:10:00Z,1,Y,5,860192,866218,Reg,Reduced sampling time to half.,500,2023,1,Jan,NA,NA,Y,5,NA,NA,NA,NA,NA,20230112_1010_STTD_DRIFT,Drift Invertebrates,Succineidae,Terrestrial Non-Insect,1,N/A,1.2199999999999989E-2,4.0999999999997705E-3,NA,N
STTD_2023-01-12 10:10:00,STTD,2023-01-12,10:10:00,3,CLR,0.09,9.9,9.06,198,198,7.32,159.7,OB,D,1,3,NA,Surface Irradiance changed to 1794.9 was 1764.9,2023-01-12T10:10:00Z,1,Y,5,860192,866218,Reg,Reduced sampling time to half.,500,2023,1,Jan,NA,NA,Y,5,NA,NA,NA,NA,NA,20230112_1010_STTD_DRIFT,Drift Invertebrates,Coleoptera,Terrestrial Insect,2,Adults,1.4000000000002899E-3,<0.001,NA,N
STTD_2023-01-12 10:10:00,STTD,2023-01-12,10:10:00,3,CLR,0.09,9.9,9.06,198,198,7.32,159.7,OB,D,1,3,NA,Surface Irradiance changed to 1794.9 was 1764.9,2023-01-12T10:10:00Z,1,Y,5,860192,866218,Reg,Reduced sampling time to half.,500,2023,1,Jan,NA,NA,Y,5,NA,NA,NA,NA,NA,20230112_1010_STTD_DRIFT,Drift Invertebrates,Dytiscidae,Aquatic Insect,2,Adults,<0.001,<0.001,NA,N
STTD_2023-01-12 10:10:00,STTD,2023-01-12,10:10:00,3,CLR,0.09,9.9,9.06,198,198,7.32,159.7,OB,D,1,3,NA,Surface Irradiance changed to 1794.9 was 1764.9,2023-01-12T10:10:00Z,1,Y,5,860192,866218,Reg,Reduced sampling time to half.,500,2023,1,Jan,NA,NA,Y,5,NA,NA,NA,NA,NA,20230112_1010_STTD_DRIFT,Drift Invertebrates,Collembola,Terrestrial Non-Insect,3,Adults,<0.001,<0.001,NA,N
STTD_2023-01-12 10:10:00,STTD,2023-01-12,10:10:00,3,CLR,0.09,9.9,9.06,198,198,7.32,159.7,OB,D,1,3,NA,Surface Irradiance changed to 1794.9 was 1764.9,2023-01-12T10:10:00Z,1,Y,5,860192,866218,Reg,Reduced sampling time to half.,500,2023,1,Jan,NA,NA,Y,5,NA,NA,NA,NA,NA,20230112_1010_STTD_DRIFT,Drift Invertebrates,Chironomidae,Aquatic Insect,16,Larvae,4.9000000000001265E-3,<0.001,NA,N
STTD_2023-01-12 10:10:00,STTD,2023-01-12,10:10:00,3,CLR,0.09,9.9,9.06,198,198,7.32,159.7,OB,D,1,3,NA,Surface Irradiance changed to 1794.9 was 1764.9,2023-01-12T10:10:00Z,1,Y,5,860192,866218,Reg,Reduced sampling time to half.,500,2023,1,Jan,NA,NA,Y,5,NA,NA,NA,NA,NA,20230112_1010_STTD_DRIFT,Drift Invertebrates,Tipulidae,Aquatic Insect,1,Larvae,<0.001,<0.001,NA,N
