event_id,PhysicalDataID,Station,Date,YSI,Time,WeatherCode,Tide,MicrocystisVisualRank,WaterTemperature,Secchi,Conductivity,SpCnd,pH,DO,Turbidity,Datetime,FlowDirection,VegetationRank,FieldComments_WQ,DataCorrectionComments,SamplingAltered,MeshSize,Year,Month,MonthAbb,Flag_PQC,Comment_PQC,SamplingID,InvertDataID,ConditionCode,SetTime,FlowMeterSpeed,FlowMeterStart,FlowMeterEnd,LabComments,FieldComments,TaxonName,Count,Category,LifeStage,InvertCode,SampleVolume,SampleID,Attribute,wet_mass,dry_mass,condition,SampleAltered,SubsampleNumber,DilutionVolume
SHR_1998-02-03 09:13:00,93,SHR,1998-02-03,NA,09:13:00,RAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998-02-03T09:13:00Z,NA,NA,NA,NA,NA,NA,1998,2,Feb,NA,NA,45225,107,NA,36,Regular,NA,NA,NA,No meter values on datasheet,Naididae,10,Aquatic Non-Insects,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SHR_1998-02-03 09:13:00,93,SHR,1998-02-03,NA,09:13:00,RAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998-02-03T09:13:00Z,NA,NA,NA,NA,NA,NA,1998,2,Feb,NA,NA,45225,107,NA,36,Regular,NA,NA,NA,No meter values on datasheet,Naididae,3,Aquatic Non-Insects,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SHR_1998-02-03 09:13:00,93,SHR,1998-02-03,NA,09:13:00,RAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998-02-03T09:13:00Z,NA,NA,NA,NA,NA,NA,1998,2,Feb,NA,NA,45225,107,NA,36,Regular,NA,NA,NA,No meter values on datasheet,Cyprididae,2,Aquatic Non-Insects,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SHR_1998-02-03 09:13:00,93,SHR,1998-02-03,NA,09:13:00,RAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998-02-03T09:13:00Z,NA,NA,NA,NA,NA,NA,1998,2,Feb,NA,NA,45225,107,NA,36,Regular,NA,NA,NA,No meter values on datasheet,Corophiidae,2,Aquatic Non-Insects,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SHR_1998-02-03 09:13:00,93,SHR,1998-02-03,NA,09:13:00,RAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998-02-03T09:13:00Z,NA,NA,NA,NA,NA,NA,1998,2,Feb,NA,NA,45225,107,NA,36,Regular,NA,NA,NA,No meter values on datasheet,Chironomidae,88,Aquatic Insects,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SHR_1998-02-03 09:13:00,93,SHR,1998-02-03,NA,09:13:00,RAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998-02-03T09:13:00Z,NA,NA,NA,NA,NA,NA,1998,2,Feb,NA,NA,45225,107,NA,36,Regular,NA,NA,NA,No meter values on datasheet,Araneida,1,Terrestrial Non-Insects,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SHR_1998-02-03 09:13:00,93,SHR,1998-02-03,NA,09:13:00,RAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998-02-03T09:13:00Z,NA,NA,NA,NA,NA,NA,1998,2,Feb,NA,NA,45225,107,NA,36,Regular,NA,NA,NA,No meter values on datasheet,Diptera,2,Terrestrial Insects,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SHR_1998-02-03 09:13:00,93,SHR,1998-02-03,NA,09:13:00,RAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998-02-03T09:13:00Z,NA,NA,NA,NA,NA,NA,1998,2,Feb,NA,NA,45225,107,NA,36,Regular,NA,NA,NA,No meter values on datasheet,Culicidae,1,Aquatic Insects,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SHR_1998-02-03 09:13:00,93,SHR,1998-02-03,NA,09:13:00,RAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998-02-03T09:13:00Z,NA,NA,NA,NA,NA,NA,1998,2,Feb,NA,NA,45225,107,NA,36,Regular,NA,NA,NA,No meter values on datasheet,Hymenoptera,9,Terrestrial Insects,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SHR_1998-02-03 09:13:00,93,SHR,1998-02-03,NA,09:13:00,RAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998-02-03T09:13:00Z,NA,NA,NA,NA,NA,NA,1998,2,Feb,NA,NA,45225,107,NA,36,Regular,NA,NA,NA,No meter values on datasheet,Hygrobatidae,2,Aquatic Non-Insects,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SHR_1998-02-03 09:13:00,93,SHR,1998-02-03,NA,09:13:00,RAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998-02-03T09:13:00Z,NA,NA,NA,NA,NA,NA,1998,2,Feb,NA,NA,45225,107,NA,36,Regular,NA,NA,NA,No meter values on datasheet,Caenidae,1,Aquatic Insects,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SHR_1998-02-03 09:13:00,93,SHR,1998-02-03,NA,09:13:00,RAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998-02-03T09:13:00Z,NA,NA,NA,NA,NA,NA,1998,2,Feb,NA,NA,45225,107,NA,36,Regular,NA,NA,NA,No meter values on datasheet,Simuliidae,1,Aquatic Insects,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SHR_1998-02-03 09:13:00,93,SHR,1998-02-03,NA,09:13:00,RAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998-02-03T09:13:00Z,NA,NA,NA,NA,NA,NA,1998,2,Feb,NA,NA,45225,107,NA,36,Regular,NA,NA,NA,No meter values on datasheet,Collembola,7,Terrestrial Non-Insects,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SHR_1998-02-03 09:13:00,93,SHR,1998-02-03,NA,09:13:00,RAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998-02-03T09:13:00Z,NA,NA,NA,NA,NA,NA,1998,2,Feb,NA,NA,45225,107,NA,36,Regular,NA,NA,NA,No meter values on datasheet,Coenagrionidae,4,Aquatic Insects,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SHR_1998-02-03 09:13:00,93,SHR,1998-02-03,NA,09:13:00,RAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998-02-03T09:13:00Z,NA,NA,NA,NA,NA,NA,1998,2,Feb,NA,NA,45225,107,NA,36,Regular,NA,NA,NA,No meter values on datasheet,Dorylaimidae,1,Aquatic Non-Insects,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SHR_1998-02-03 09:13:00,93,SHR,1998-02-03,NA,09:13:00,RAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998-02-03T09:13:00Z,NA,NA,NA,NA,NA,NA,1998,2,Feb,NA,NA,45225,107,NA,36,Regular,NA,NA,NA,No meter values on datasheet,Mysidae,1,Aquatic Non-Insects,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SHR_1998-02-03 09:13:00,93,SHR,1998-02-03,NA,09:13:00,RAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998-02-03T09:13:00Z,NA,NA,NA,NA,NA,NA,1998,2,Feb,NA,NA,45225,107,NA,36,Regular,NA,NA,NA,No meter values on datasheet,Enchytraeidae,4,Aquatic Non-Insects,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SHR_1998-02-04 10:30:00,94,SHR,1998-02-04,NA,10:30:00,CLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998-02-04T10:30:00Z,NA,NA,NA,NA,NA,NA,1998,2,Feb,NA,NA,45228,108,NA,30,Regular,294066,341697,NA,Extapolated counts to 30 minutes ~341697,Aeshnidae,2,Aquatic Insects,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SHR_1998-02-04 10:30:00,94,SHR,1998-02-04,NA,10:30:00,CLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998-02-04T10:30:00Z,NA,NA,NA,NA,NA,NA,1998,2,Feb,NA,NA,45228,108,NA,30,Regular,294066,341697,NA,Extapolated counts to 30 minutes ~341697,Capniidae,1,Aquatic Insects,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SHR_1998-02-04 10:30:00,94,SHR,1998-02-04,NA,10:30:00,CLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998-02-04T10:30:00Z,NA,NA,NA,NA,NA,NA,1998,2,Feb,NA,NA,45228,108,NA,30,Regular,294066,341697,NA,Extapolated counts to 30 minutes ~341697,Gammaridae,1,Aquatic Non-Insects,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SHR_1998-02-04 10:30:00,94,SHR,1998-02-04,NA,10:30:00,CLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998-02-04T10:30:00Z,NA,NA,NA,NA,NA,NA,1998,2,Feb,NA,NA,45228,108,NA,30,Regular,294066,341697,NA,Extapolated counts to 30 minutes ~341697,Hygrobatidae,1,Aquatic Non-Insects,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SHR_1998-02-04 10:30:00,94,SHR,1998-02-04,NA,10:30:00,CLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998-02-04T10:30:00Z,NA,NA,NA,NA,NA,NA,1998,2,Feb,NA,NA,45228,108,NA,30,Regular,294066,341697,NA,Extapolated counts to 30 minutes ~341697,Naididae,4,Aquatic Non-Insects,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SHR_1998-02-04 10:30:00,94,SHR,1998-02-04,NA,10:30:00,CLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998-02-04T10:30:00Z,NA,NA,NA,NA,NA,NA,1998,2,Feb,NA,NA,45228,108,NA,30,Regular,294066,341697,NA,Extapolated counts to 30 minutes ~341697,Naididae,60,Aquatic Non-Insects,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SHR_1998-02-04 10:30:00,94,SHR,1998-02-04,NA,10:30:00,CLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998-02-04T10:30:00Z,NA,NA,NA,NA,NA,NA,1998,2,Feb,NA,NA,45228,108,NA,30,Regular,294066,341697,NA,Extapolated counts to 30 minutes ~341697,Ephydridae,1,Aquatic Insects,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SHR_1998-02-04 10:30:00,94,SHR,1998-02-04,NA,10:30:00,CLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998-02-04T10:30:00Z,NA,NA,NA,NA,NA,NA,1998,2,Feb,NA,NA,45228,108,NA,30,Regular,294066,341697,NA,Extapolated counts to 30 minutes ~341697,Unionicolidae,1,Aquatic Non-Insects,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SHR_1998-02-04 10:30:00,94,SHR,1998-02-04,NA,10:30:00,CLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998-02-04T10:30:00Z,NA,NA,NA,NA,NA,NA,1998,2,Feb,NA,NA,45228,108,NA,30,Regular,294066,341697,NA,Extapolated counts to 30 minutes ~341697,Corbiculidae,1,Aquatic Non-Insects,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SHR_1998-02-04 10:30:00,94,SHR,1998-02-04,NA,10:30:00,CLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998-02-04T10:30:00Z,NA,NA,NA,NA,NA,NA,1998,2,Feb,NA,NA,45228,108,NA,30,Regular,294066,341697,NA,Extapolated counts to 30 minutes ~341697,Isopoda,1,Terrestrial Non-Insects,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SHR_1998-02-04 10:30:00,94,SHR,1998-02-04,NA,10:30:00,CLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998-02-04T10:30:00Z,NA,NA,NA,NA,NA,NA,1998,2,Feb,NA,NA,45228,108,NA,30,Regular,294066,341697,NA,Extapolated counts to 30 minutes ~341697,Caenidae,7,Aquatic Insects,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SHR_1998-02-04 10:30:00,94,SHR,1998-02-04,NA,10:30:00,CLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998-02-04T10:30:00Z,NA,NA,NA,NA,NA,NA,1998,2,Feb,NA,NA,45228,108,NA,30,Regular,294066,341697,NA,Extapolated counts to 30 minutes ~341697,Crangonyctidae,3,Aquatic Non-Insects,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SHR_1998-02-04 10:30:00,94,SHR,1998-02-04,NA,10:30:00,CLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998-02-04T10:30:00Z,NA,NA,NA,NA,NA,NA,1998,2,Feb,NA,NA,45228,108,NA,30,Regular,294066,341697,NA,Extapolated counts to 30 minutes ~341697,Acari,4,Terrestrial Non-Insects,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SHR_1998-02-04 10:30:00,94,SHR,1998-02-04,NA,10:30:00,CLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998-02-04T10:30:00Z,NA,NA,NA,NA,NA,NA,1998,2,Feb,NA,NA,45228,108,NA,30,Regular,294066,341697,NA,Extapolated counts to 30 minutes ~341697,Simuliidae,2,Aquatic Insects,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SHR_1998-02-04 10:30:00,94,SHR,1998-02-04,NA,10:30:00,CLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998-02-04T10:30:00Z,NA,NA,NA,NA,NA,NA,1998,2,Feb,NA,NA,45228,108,NA,30,Regular,294066,341697,NA,Extapolated counts to 30 minutes ~341697,Collembola,14,Terrestrial Non-Insects,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SHR_1998-02-04 10:30:00,94,SHR,1998-02-04,NA,10:30:00,CLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998-02-04T10:30:00Z,NA,NA,NA,NA,NA,NA,1998,2,Feb,NA,NA,45228,108,NA,30,Regular,294066,341697,NA,Extapolated counts to 30 minutes ~341697,Diptera,1,Terrestrial Insects,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SHR_1998-02-04 10:30:00,94,SHR,1998-02-04,NA,10:30:00,CLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998-02-04T10:30:00Z,NA,NA,NA,NA,NA,NA,1998,2,Feb,NA,NA,45228,108,NA,30,Regular,294066,341697,NA,Extapolated counts to 30 minutes ~341697,Lepidoptera,1,Terrestrial Insects,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SHR_1998-02-04 10:30:00,94,SHR,1998-02-04,NA,10:30:00,CLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998-02-04T10:30:00Z,NA,NA,NA,NA,NA,NA,1998,2,Feb,NA,NA,45228,108,NA,30,Regular,294066,341697,NA,Extapolated counts to 30 minutes ~341697,Opiliones,1,Terrestrial Non-Insects,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SHR_1998-02-04 10:30:00,94,SHR,1998-02-04,NA,10:30:00,CLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998-02-04T10:30:00Z,NA,NA,NA,NA,NA,NA,1998,2,Feb,NA,NA,45228,108,NA,30,Regular,294066,341697,NA,Extapolated counts to 30 minutes ~341697,Erpobdellidae,1,Aquatic Non-Insects,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SHR_1998-02-04 10:30:00,94,SHR,1998-02-04,NA,10:30:00,CLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998-02-04T10:30:00Z,NA,NA,NA,NA,NA,NA,1998,2,Feb,NA,NA,45228,108,NA,30,Regular,294066,341697,NA,Extapolated counts to 30 minutes ~341697,Hymenoptera,19,Terrestrial Insects,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SHR_1998-02-04 10:30:00,94,SHR,1998-02-04,NA,10:30:00,CLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998-02-04T10:30:00Z,NA,NA,NA,NA,NA,NA,1998,2,Feb,NA,NA,45228,108,NA,30,Regular,294066,341697,NA,Extapolated counts to 30 minutes ~341697,Enchytraeidae,2,Aquatic Non-Insects,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SHR_1998-02-04 10:30:00,94,SHR,1998-02-04,NA,10:30:00,CLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998-02-04T10:30:00Z,NA,NA,NA,NA,NA,NA,1998,2,Feb,NA,NA,45228,108,NA,30,Regular,294066,341697,NA,Extapolated counts to 30 minutes ~341697,Chironomidae,20,Aquatic Insects,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SHR_1998-02-04 10:30:00,94,SHR,1998-02-04,NA,10:30:00,CLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998-02-04T10:30:00Z,NA,NA,NA,NA,NA,NA,1998,2,Feb,NA,NA,45228,108,NA,30,Regular,294066,341697,NA,Extapolated counts to 30 minutes ~341697,Araneida,1,Terrestrial Non-Insects,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SHR_1998-02-04 10:30:00,94,SHR,1998-02-04,NA,10:30:00,CLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998-02-04T10:30:00Z,NA,NA,NA,NA,NA,NA,1998,2,Feb,NA,NA,45228,108,NA,30,Regular,294066,341697,NA,Extapolated counts to 30 minutes ~341697,Corophiidae,11,Aquatic Non-Insects,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SHR_1998-02-04 10:30:00,94,SHR,1998-02-04,NA,10:30:00,CLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998-02-04T10:30:00Z,NA,NA,NA,NA,NA,NA,1998,2,Feb,NA,NA,45228,108,NA,30,Regular,294066,341697,NA,Extapolated counts to 30 minutes ~341697,Cyprididae,8,Aquatic Non-Insects,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SHR_1998-02-04 10:30:00,94,SHR,1998-02-04,NA,10:30:00,CLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998-02-04T10:30:00Z,NA,NA,NA,NA,NA,NA,1998,2,Feb,NA,NA,45228,108,NA,30,Regular,294066,341697,NA,Extapolated counts to 30 minutes ~341697,Glossoscolecidae,1,Aquatic Non-Insects,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SHR_1998-02-04 10:30:00,94,SHR,1998-02-04,NA,10:30:00,CLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998-02-04T10:30:00Z,NA,NA,NA,NA,NA,NA,1998,2,Feb,NA,NA,45228,108,NA,30,Regular,294066,341697,NA,Extapolated counts to 30 minutes ~341697,Geophilomorpha,1,Terrestrial Non-Insects,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SHR_1998-02-04 10:30:00,94,SHR,1998-02-04,NA,10:30:00,CLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998-02-04T10:30:00Z,NA,NA,NA,NA,NA,NA,1998,2,Feb,NA,NA,45228,108,NA,30,Regular,294066,341697,NA,Extapolated counts to 30 minutes ~341697,Ceratopogonidae,3,Aquatic Insects,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SHR_1998-02-04 10:30:00,94,SHR,1998-02-04,NA,10:30:00,CLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998-02-04T10:30:00Z,NA,NA,NA,NA,NA,NA,1998,2,Feb,NA,NA,45228,108,NA,30,Regular,294066,341697,NA,Extapolated counts to 30 minutes ~341697,Dorylaimidae,1,Aquatic Non-Insects,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SHR_1998-02-04 10:30:00,94,SHR,1998-02-04,NA,10:30:00,CLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998-02-04T10:30:00Z,NA,NA,NA,NA,NA,NA,1998,2,Feb,NA,NA,45228,108,NA,30,Regular,294066,341697,NA,Extapolated counts to 30 minutes ~341697,Coenagrionidae,3,Aquatic Insects,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SHR_1998-02-04 10:30:00,94,SHR,1998-02-04,NA,10:30:00,CLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998-02-04T10:30:00Z,NA,NA,NA,NA,NA,NA,1998,2,Feb,NA,NA,45228,108,NA,30,Regular,294066,341697,NA,Extapolated counts to 30 minutes ~341697,Coleoptera,2,Terrestrial Insects,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SHR_1998-02-04 10:30:00,94,SHR,1998-02-04,NA,10:30:00,CLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998-02-04T10:30:00Z,NA,NA,NA,NA,NA,NA,1998,2,Feb,NA,NA,45228,108,NA,30,Regular,294066,341697,NA,Extapolated counts to 30 minutes ~341697,Ephemerellidae,1,Aquatic Insects,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SHR_1998-02-04 10:30:00,94,SHR,1998-02-04,NA,10:30:00,CLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998-02-04T10:30:00Z,NA,NA,NA,NA,NA,NA,1998,2,Feb,NA,NA,45228,108,NA,30,Regular,294066,341697,NA,Extapolated counts to 30 minutes ~341697,Baetidae,5,Aquatic Insects,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
STTD_1998-02-04 11:21:00,106,STTD,1998-02-04,NA,11:21:00,CLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998-02-04T11:21:00Z,NA,NA,NA,NA,NA,NA,1998,2,Feb,NA,NA,45231,120,1,30,Regular,327408,369774,NA,NA,Coleoptera,56,Terrestrial Insects,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
STTD_1998-02-04 11:21:00,106,STTD,1998-02-04,NA,11:21:00,CLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998-02-04T11:21:00Z,NA,NA,NA,NA,NA,NA,1998,2,Feb,NA,NA,45231,120,1,30,Regular,327408,369774,NA,NA,Araneida,4,Terrestrial Non-Insects,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
STTD_1998-02-04 11:21:00,106,STTD,1998-02-04,NA,11:21:00,CLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998-02-04T11:21:00Z,NA,NA,NA,NA,NA,NA,1998,2,Feb,NA,NA,45231,120,1,30,Regular,327408,369774,NA,NA,Muscidae,1,Aquatic Insects,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
STTD_1998-02-04 11:21:00,106,STTD,1998-02-04,NA,11:21:00,CLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998-02-04T11:21:00Z,NA,NA,NA,NA,NA,NA,1998,2,Feb,NA,NA,45231,120,1,30,Regular,327408,369774,NA,NA,Collembola,6,Terrestrial Non-Insects,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
